Timestamp,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y1,Y2
1/13/2021,249.1685321,367.6965812,830.9359722,7.222754274,7.160945897,7.649421774,30.40662393,89.65470085,28.13467927,1,7.95,30.40824444,15.5,89.64421987,1,89.72341624,1.077367671,367.7935897,7.649174188,-412.2,453.6245726,8.175,7.62,0.44
1/14/2021,248.2152387,457.1336842,832.1953284,7.609709474,7.209160253,10.43802661,28.17347368,89.74884211,28.08559853,0.920842105,7.62,28.18751747,15.5,89.59324337,1,89.75068547,1.084415853,457.1126316,10.43849389,-416.3631579,452.6806316,7.81,8.55,0.41
1/15/2021,238.9927899,425.4616842,765.4384484,7.626644211,7.026627937,11.86322806,27.52463158,89.08084211,27.61942379,0.940210526,8.55,27.50396147,15.5,89.09690211,1,89.09690211,1.057738989,425.4404211,11.86368888,-401.6888421,449.0968421,8.8,8.69,0.46
1/18/2021,228.6101166,378.8940552,880.4400637,7.62826327,7.123450786,12.37079497,28.12271762,89.10191083,27.09002038,0.95,8.69,28.11882548,15.5,88.53648556,1,89.06889278,1.071886051,378.8974522,12.37028775,-341.2471338,441.9494692,9.025,8.85,0.52
1/19/2021,231.1312146,406.9766449,838.781418,7.496251197,7.052824732,11.8144872,27.55926138,88.76602087,27.21953146,0.95,8.85,27.57470649,15.5,88.67170303,1,88.71932736,1.061545274,407.0543259,11.81447437,-387.4038493,446.1113717,9.12,8.22,0.49
1/20/2021,221.1320428,483.9419831,907.3631646,7.547177215,6.955757595,11.09345068,26.66962025,88.12742616,26.71309536,0.950949367,8.22,26.6596192,15.5,88.13455,1,88.13455,1.046722025,483.9312236,11.09471905,-420.6578059,448.6489451,8.625,8.3,0.57
1/21/2021,278.8519301,364.6254737,896.1687432,7.613825263,7.054569958,9.402155768,34.69473684,91.29242105,29.71167347,1.1,8.3,34.73032189,15.5,91.28938779,1,91.31206547,1.061757937,364.6252632,9.402025032,-422.8467368,508.8858947,8.58,8.65,0.52
1/22/2021,1037.500633,243.1742616,419.4957278,7.369774262,6.853759852,14.8510254,55.2685654,138.6147679,59.43216076,1.1,8.65,59.93222722,15.5,131.6232068,1.25,165.9812595,1.035733439,243.2113924,14.85075198,-347.4075949,1282.349789,8.85,2.04,0.48
1/25/2021,927.9821053,146.6547368,335.0279053,7.459322105,6.828551558,15.48329408,49.10989474,142.9534737,57.79801832,0.821157895,2.04,49.40080316,15.5,126.1637726,1.140315789,144.5400821,1.030320189,146.668,15.48243324,-314.6389474,1207.434526,2.165,5.48,0.69
1/26/2021,388.0561257,172.3687463,606.2880616,7.717722372,6.899030431,18.90623845,30.82321104,113.7250489,35.17593312,0.8,5.48,30.82756644,15.5,97.11497456,1.15,113.700233,1.039461308,172.3634106,18.90618786,-383.5048729,643.4413005,5.67,5.81,0.48
1/27/2021,280.364,312.4871579,724.3425347,7.747191579,6.620572947,15.74857773,30.26778947,98.25178947,29.71576926,0.967263158,5.81,30.23528737,15.5,91.32109116,1.069578947,98.22971747,1.004546905,312.6654737,15.74815021,-373.7892632,531.1109474,6.2,5.69,0.49
